Date,Price,Open,High,Low,Chg%
"Jan 28, 2016",26710,26844,26867,26600,-0.15%
"Jan 29, 2016",26638,26665,26695,26485,-0.27%
"Feb 01, 2016",26782,26700,26883,26617,0.54%
"Feb 02, 2016",26891,26848,26998,26750,0.41%
"Feb 03, 2016",27198,27035,27240,26911,1.14%
"Feb 04, 2016",27358,27200,27434,27182,0.59%
"Feb 05, 2016",27717,27420,27834,27400,1.31%
"Feb 08, 2016",28458,27578,28527,27578,2.67%
"Feb 09, 2016",28437,28421,28507,28190,-0.07%
"Feb 10, 2016",28317,28350,28350,28025,-0.42%
"Feb 11, 2016",29791,28350,30095,28350,5.21%
"Feb 12, 2016",29386,29600,29805,29340,-1.36%
"Feb 15, 2016",28690,29302,29302,28613,-2.37%
"Feb 16, 2016",28899,28610,29075,28425,0.73%
"Feb 17, 2016",28888,28953,29050,28731,-0.04%
"Feb 18, 2016",29309,28888,29369,28707,1.46%
"Feb 19, 2016",29515,29386,29638,29290,0.70%
"Feb 22, 2016",28966,29101,29165,28801,-1.86%
"Feb 23, 2016",29302,29000,29397,29000,1.16%
"Feb 24, 2016",29554,29403,29936,29241,0.86%
"Feb 25, 2016",29774,29475,29820,29394,0.74%
"Feb 26, 2016",29337,29650,29729,29152,-1.47%
"Feb 29, 2016",29513,29409,29750,29381,0.60%
"Mar 01, 2016",29226,29650,29838,29186,-0.97%
"Mar 02, 2016",29339,29199,29391,29079,0.39%
"Mar 03, 2016",29616,29275,29681,29245,0.94%
"Mar 04, 2016",29766,29700,30040,29413,0.51%
"Mar 07, 2016",29592,29850,29965,29544,-0.58%
"Mar 08, 2016",29809,29650,30161,29650,0.73%
"Mar 09, 2016",29598,29666,29718,29301,-0.71%
"Mar 10, 2016",29931,29550,29961,29065,1.13%
"Mar 11, 2016",29500,29850,29923,29462,-1.44%
"Mar 14, 2016",29187,29398,29577,29126,-1.06%
"Mar 15, 2016",29037,29125,29200,28872,-0.51%
"Mar 16, 2016",28966,29051,29145,28923,-0.24%
"Mar 17, 2016",29356,29185,29600,29185,1.35%
"Mar 18, 2016",29131,29399,29450,29003,-0.77%
"Mar 21, 2016",28941,29100,29114,28820,-0.65%
"Mar 22, 2016",29049,28961,29340,28891,0.37%
"Mar 23, 2016",28604,29000,29000,28512,-1.53%
"Mar 24, 2016",28599,28500,28665,28450,-0.02%
"Mar 28, 2016",28458,28525,28525,28270,-0.49%
"Mar 29, 2016",28743,28389,28782,28341,1.00%
"Mar 30, 2016",28407,28655,28830,28361,-1.17%
"Mar 31, 2016",28549,28441,28682,28426,0.50%
"Apr 01, 2016",28040,28561,28640,27970,-1.78%
"Apr 04, 2016",28168,28080,28200,28056,0.46%
"Apr 05, 2016",28486,28400,28680,28325,1.13%
"Apr 06, 2016",28646,28785,28847,28579,0.56%
"Apr 07, 2016",29060,28690,29140,28690,1.45%
"Apr 08, 2016",29131,29145,29152,28851,0.24%
"Apr 11, 2016",29330,29181,29400,29135,0.68%
"Apr 12, 2016",29336,29284,29495,29240,0.02%
"Apr 13, 2016",29202,29286,29286,29058,-0.46%
"Apr 14, 2016",28760,29050,29090,28715,-1.51%
"Apr 15, 2016",28959,28825,28993,28806,0.69%
"Apr 18, 2016",28983,29010,29170,28934,0.08%
"Apr 19, 2016",29326,29050,29375,29050,1.18%
"Apr 20, 2016",29317,29324,29418,29170,-0.03%
"Apr 21, 2016",29357,29255,29756,29210,0.14%
"Apr 22, 2016",29021,29373,29420,28986,-1.14%
"Apr 25, 2016",29262,29092,29300,29060,0.83%
"Apr 26, 2016",29202,29287,29287,29013,-0.21%
"Apr 27, 2016",29383,29246,29435,29246,0.62%
"Apr 28, 2016",29686,29350,29727,29275,1.03%
"Apr 29, 2016",30266,29749,30375,29749,1.95%
"May 02, 2016",30294,30300,30538,30240,0.09%
"May 03, 2016",30224,30285,30448,30126,-0.23%
"May 04, 2016",29991,30150,30314,29966,-0.77%
"May 05, 2016",29897,30120,30180,29860,-0.31%
"May 06, 2016",30378,30120,30420,30000,1.61%
"May 09, 2016",29805,30215,30215,29765,-1.89%
"May 10, 2016",29783,29797,29864,29607,-0.07%
"May 11, 2016",29935,29901,30075,29835,0.51%
"May 12, 2016",29901,29886,30095,29757,-0.11%
"May 13, 2016",30034,29943,30068,29750,0.44%
"May 16, 2016",29977,30064,30269,29912,-0.19%
"May 17, 2016",30049,29999,30140,29855,0.24%
"May 18, 2016",30055,30041,30083,29911,0.02%
"May 19, 2016",29797,29917,29917,29623,-0.86%
"May 20, 2016",29691,29718,29870,29653,-0.36%
"May 23, 2016",29684,29677,29727,29570,-0.02%
"May 24, 2016",29300,29687,29687,29275,-1.29%
"May 25, 2016",28955,29200,29214,28861,-1.18%
"May 26, 2016",28738,29100,29160,28705,-0.75%
"May 27, 2016",28603,28691,28837,28536,-0.47%
"May 30, 2016",28603,28523,28700,28410,0.00%
"May 31, 2016",28627,28668,28719,28555,0.08%
"Jun 01, 2016",28646,28611,28798,28480,0.07%
"Jun 02, 2016",28591,28665,28700,28562,-0.19%
"Jun 03, 2016",29011,28600,29083,28560,1.47%
"Jun 06, 2016",29450,29370,29499,29342,1.51%
"Jun 07, 2016",29366,29402,29447,29176,-0.29%
"Jun 08, 2016",29629,29400,29725,29400,0.90%
"Jun 09, 2016",29937,29710,29970,29612,1.04%
"Jun 10, 2016",30084,29901,30141,29816,0.49%
"Jun 13, 2016",30399,30094,30474,30094,1.05%
"Jun 14, 2016",30558,30350,30584,30270,0.52%
"Jun 15, 2016",30444,30450,30520,30305,-0.37%
"Jun 16, 2016",30607,30500,31245,30476,0.54%
"Jun 17, 2016",30602,30401,30657,30302,-0.02%
"Jun 20, 2016",30695,30550,30728,30340,0.30%
"Jun 21, 2016",30296,30600,30610,30231,-1.30%
"Jun 22, 2016",30122,30251,30272,30055,-0.57%
"Jun 23, 2016",29914,30077,30190,29852,-0.69%
"Jun 24, 2016",31401,30020,31925,30020,4.97%
"Jun 27, 2016",31548,31450,31740,31434,0.47%
"Jun 28, 2016",31315,31450,31450,31161,-0.74%
"Jun 29, 2016",31315,31350,31459,31253,0.00%
"Jun 30, 2016",31199,31220,31290,31131,-0.37%
"Jul 01, 2016",31463,31250,31585,31250,0.85%
"Jul 04, 2016",31783,31600,31850,31600,1.02%
"Jul 05, 2016",31953,31704,31974,31610,0.53%
"Jul 06, 2016",32116,32388,32455,32068,0.51%
"Jul 07, 2016",31881,32140,32175,31724,-0.73%
"Jul 08, 2016",31719,31875,31895,31331,-0.51%
"Jul 11, 2016",31578,31750,31888,31541,-0.44%
"Jul 12, 2016",31039,31608,31608,30992,-1.71%
"Jul 13, 2016",31274,31100,31320,31100,0.76%
"Jul 14, 2016",30950,31150,31183,30726,-1.04%
"Jul 15, 2016",30977,30900,31100,30836,0.09%
"Jul 18, 2016",31015,30901,31140,30881,0.12%
"Jul 19, 2016",31094,31050,31114,30941,0.25%
"Jul 20, 2016",30737,31065,31093,30705,-1.15%
"Jul 21, 2016",31005,30680,31045,30669,0.87%
"Jul 22, 2016",30871,30952,30980,30780,-0.43%
"Jul 25, 2016",30907,30782,30930,30682,0.12%
"Jul 26, 2016",30912,30873,30950,30784,0.02%
"Jul 27, 2016",30986,30823,31019,30786,0.24%
"Jul 28, 2016",31031,31149,31285,30955,0.15%
"Jul 29, 2016",31549,31150,31598,31025,1.67%
"Aug 01, 2016",31534,31358,31550,31358,-0.05%
"Aug 02, 2016",31775,31496,31839,31448,0.76%
"Aug 03, 2016",31608,31809,31939,31592,-0.53%
"Aug 04, 2016",31620,31506,31675,31472,0.04%
"Aug 05, 2016",31050,31600,31670,30674,-1.80%
"Aug 08, 2016",31176,31202,31215,31020,0.41%
"Aug 09, 2016",31273,31174,31297,31062,0.31%
"Aug 10, 2016",31393,31324,31565,31280,0.38%
"Aug 11, 2016",31327,31350,31492,31262,-0.21%
"Aug 12, 2016",31219,31250,31577,31131,-0.34%
"Aug 16, 2016",31467,31250,31568,31250,0.79%
"Aug 17, 2016",31368,31360,31415,31300,-0.31%
"Aug 18, 2016",31478,31399,31518,31355,0.35%
"Aug 19, 2016",31404,31411,31492,31300,-0.24%
"Aug 22, 2016",31379,31325,31395,31204,-0.08%
"Aug 23, 2016",31370,31300,31415,31263,-0.03%
"Aug 24, 2016",31046,31290,31357,31027,-1.03%
"Aug 25, 2016",30928,31029,31054,30851,-0.38%
"Aug 26, 2016",30990,30910,31320,30891,0.20%
"Aug 29, 2016",31075,30940,31093,30879,0.27%
"Aug 30, 2016",30821,31045,31049,30805,-0.82%
"Aug 31, 2016",30724,30840,30884,30670,-0.31%
"Sep 01, 2016",30772,30750,30869,30610,0.16%
"Sep 02, 2016",30920,30919,31065,30560,0.48%
"Sep 05, 2016",30985,30930,31019,30922,0.21%
"Sep 06, 2016",31378,30995,31410,30927,1.27%
"Sep 07, 2016",31305,31440,31466,31250,-0.23%
"Sep 08, 2016",31203,31350,31380,31153,-0.33%
"Sep 09, 2016",31217,31245,31296,31130,0.04%
"Sep 12, 2016",31019,31150,31206,30951,-0.63%
"Sep 13, 2016",31081,31041,31179,31017,0.20%
"Sep 14, 2016",31038,31030,31116,31003,-0.14%
"Sep 15, 2016",30910,31058,31178,30792,-0.41%
"Sep 16, 2016",30813,30875,30934,30800,-0.31%
"Sep 19, 2016",30903,30932,30980,30880,0.29%
"Sep 20, 2016",30924,30950,31050,30876,0.07%
"Sep 21, 2016",31205,30975,31238,30841,0.91%
"Sep 22, 2016",31332,31250,31380,31157,0.41%
"Sep 23, 2016",31281,31242,31350,31205,-0.16%
"Sep 26, 2016",31328,31236,31350,31211,0.15%
"Sep 27, 2016",30978,31271,31271,30962,-1.12%
"Sep 28, 2016",30955,30980,31039,30866,-0.07%
"Sep 29, 2016",31165,30990,31194,30975,0.68%
"Sep 30, 2016",30742,31100,31240,30670,-1.36%
"Oct 03, 2016",30579,30732,30828,30552,-0.53%
"Oct 04, 2016",29991,30645,30714,29885,-1.92%
"Oct 05, 2016",29870,30036,30036,29786,-0.40%
"Oct 06, 2016",29575,29835,29949,29550,-0.99%
"Oct 07, 2016",29578,29600,29860,29300,0.01%
"Oct 10, 2016",29658,29650,29798,29630,0.27%
"Oct 11, 2016",29719,29565,29785,29565,0.21%
"Oct 12, 2016",29651,29692,29779,29590,-0.23%
"Oct 13, 2016",29709,29800,29885,29692,0.20%
"Oct 14, 2016",29656,29675,29725,29460,-0.18%
"Oct 17, 2016",29705,29673,29734,29600,0.17%
"Oct 18, 2016",29786,29750,29840,29680,0.27%
"Oct 19, 2016",29901,29779,29995,29757,0.39%
"Oct 20, 2016",29910,29990,30063,29881,0.03%
"Oct 21, 2016",29946,29850,29975,29810,0.12%
"Oct 24, 2016",29763,29905,29905,29730,-0.61%
"Oct 25, 2016",29942,29842,29982,29739,0.60%
"Oct 26, 2016",29834,29980,30000,29802,-0.36%
"Oct 27, 2016",29927,29846,29962,29831,0.31%
"Oct 28, 2016",30082,29989,30157,29720,0.52%
"Oct 30, 2016",30064,30070,30070,30032,-0.06%
"Oct 31, 2016",29950,30010,30030,29916,-0.38%
"Nov 01, 2016",30285,30000,30314,30000,1.12%
"Nov 02, 2016",30666,30350,30686,30350,1.26%
"Nov 03, 2016",30487,30649,30649,30206,-0.58%
"Nov 04, 2016",30557,30430,30624,30372,0.23%
"Nov 07, 2016",30078,30510,30510,30005,-1.57%
"Nov 08, 2016",29880,30100,30368,29731,-0.66%
"Nov 09, 2016",29877,30400,31376,29805,-0.01%
"Nov 10, 2016",29900,30053,30195,29771,0.08%
"Nov 11, 2016",29396,29830,29957,29250,-1.69%
"Nov 14, 2016",29607,29328,29698,29281,0.72%
"Nov 15, 2016",29320,29558,29558,29223,-0.97%
"Nov 16, 2016",29383,29371,29441,29315,0.21%
"Nov 17, 2016",29131,29347,29390,29091,-0.86%
"Nov 18, 2016",28937,29000,29000,28800,-0.67%
"Nov 21, 2016",29135,29024,29200,28946,0.68%
"Nov 22, 2016",29139,29178,29224,29060,0.01%
"Nov 23, 2016",28829,29179,29225,28716,-1.06%
"Nov 24, 2016",28746,28743,28790,28630,-0.29%
"Nov 25, 2016",28598,28553,28693,28374,-0.51%
"Nov 28, 2016",28736,28702,28872,28625,0.48%
"Nov 29, 2016",28762,28754,28800,28582,0.09%
"Nov 30, 2016",28385,28740,28740,28338,-1.31%
"Dec 01, 2016",27920,28400,28400,27881,-1.64%
"Dec 02, 2016",28427,28200,28490,28180,1.82%
"Dec 05, 2016",28266,28300,28525,28116,-0.57%
"Dec 06, 2016",27827,28002,28055,27810,-1.55%
"Dec 07, 2016",27911,27856,28025,27810,0.30%
"Dec 08, 2016",27777,27911,27923,27750,-0.48%
"Dec 09, 2016",27576,27750,27796,27531,-0.72%
"Dec 12, 2016",27666,27500,27682,27415,0.33%
"Dec 13, 2016",27535,27635,27648,27475,-0.47%
"Dec 14, 2016",27587,27594,27685,27562,0.19%
"Dec 15, 2016",27019,27401,27401,26901,-2.06%
"Dec 16, 2016",27164,27043,27266,26972,0.54%
"Dec 19, 2016",27260,27190,27280,27168,0.35%
"Dec 20, 2016",27130,27180,27194,27015,-0.48%
"Dec 21, 2016",26990,27143,27207,26972,-0.52%
"Dec 22, 2016",26968,26980,27080,26862,-0.08%
"Dec 23, 2016",26994,26995,27042,26910,0.10%
"Dec 26, 2016",27037,27004,27068,26916,0.16%
"Dec 27, 2016",27170,27120,27419,27061,0.49%
"Dec 28, 2016",27300,27238,27347,27200,0.48%
"Dec 29, 2016",27562,27350,27589,27320,0.96%
"Dec 30, 2016",27445,27591,27634,27421,-0.42%
"Jan 01, 2017",27485,27285,27523,27234,0.36%
"Jan 02, 2017",27485,27285,27523,27234,0.36%
"Jan 03, 2017",27570,27401,27600,27401,0.46%
"Jan 04, 2017",27778,27568,27823,27450,0.75%
"Jan 05, 2017",27682,27685,27815,27657,-0.35%
"Jan 07, 2017",27948,27800,27978,27785,0.96%
"Jan 08, 2017",27887,27892,27983,27825,-0.22%
"Jan 09, 2017",28051,27915,28080,27841,0.59%
"Jan 10, 2017",28144,28020,28260,28009,0.33%
"Jan 11, 2017",28300,28158,28345,28082,0.55%
"Jan 12, 2017",28393,28350,28520,28337,0.33%
"Jan 13, 2017",28380,28360,28440,28240,-0.05%
"Jan 16, 2017",28529,28450,28607,28450,0.53%
"Jan 17, 2017",28738,28580,28776,28571,0.73%
"Jan 18, 2017",28791,28738,28825,28675,0.18%
"Jan 19, 2017",28528,28646,28646,28460,-0.91%
"Jan 20, 2017",28625,28649,28696,28533,0.34%
"Jan 23, 2017",28803,28650,28857,28650,0.62%
"Jan 24, 2017",28725,28801,28801,28700,-0.27%
"Jan 25, 2017",28385,28650,28650,28357,-1.18%
"Jan 27, 2017",28353,28250,28383,28085,-0.11%
"Jan 30, 2017",28524,28384,28560,28336,0.60%
"Jan 31, 2017",28942,28570,28990,28570,1.47%
"Feb 01, 2017",28870,28873,29105,28800,-0.25%
"Feb 02, 2017",28981,29065,29257,28875,0.38%
"Feb 03, 2017",28964,29025,29099,28860,-0.06%
"Feb 06, 2017",29193,28950,29220,28950,0.79%
"Feb 07, 2017",29332,29250,29348,29180,0.48%
"Feb 08, 2017",29330,29311,29414,29241,-0.01%
"Feb 09, 2017",29089,29338,29388,29057,-0.82%
"Feb 10, 2017",29173,29016,29204,28925,0.29%
"Feb 13, 2017",29021,29120,29166,28941,-0.52%
"Feb 14, 2017",29001,29050,29173,28953,-0.07%
"Feb 15, 2017",29143,29063,29170,28872,0.49%
"Feb 16, 2017",29416,29195,29485,29182,0.94%
"Feb 17, 2017",29360,29347,29449,29302,-0.19%
"Feb 20, 2017",29303,29251,29325,29195,-0.19%
"Feb 21, 2017",29301,29202,29330,29075,-0.01%
"Feb 22, 2017",29208,29240,29345,29174,-0.32%
"Feb 23, 2017",29451,29252,29468,29215,0.83%
"Feb 24, 2017",29623,29550,29649,29511,0.58%
"Feb 27, 2017",29710,29587,29785,29541,0.29%
"Feb 28, 2017",29566,29650,29650,29500,-0.48%
"Mar 01, 2017",29428,29451,29453,29266,-0.47%
"Mar 02, 2017",29170,29419,29422,29143,-0.88%
"Mar 03, 2017",29020,29168,29200,28952,-0.51%
"Mar 06, 2017",28945,29100,29189,28923,-0.26%
"Mar 07, 2017",28751,28941,28949,28721,-0.67%
"Mar 08, 2017",28629,28774,28775,28581,-0.42%
"Mar 09, 2017",28446,28550,28597,28402,-0.64%
"Mar 10, 2017",28366,28350,28464,28251,-0.28%
"Mar 13, 2017",28251,28420,28420,28210,-0.41%
"Mar 14, 2017",28076,28250,28279,28055,-0.62%
"Mar 15, 2017",27985,28054,28054,27907,-0.32%
"Mar 16, 2017",28411,28325,28540,28325,1.52%
"Mar 17, 2017",28509,28390,28530,28390,0.34%
"Mar 20, 2017",28505,28550,28599,28490,-0.01%
"Mar 21, 2017",28851,28450,28881,28392,1.21%
"Mar 22, 2017",28885,28811,28929,28803,0.12%
"Mar 23, 2017",28800,28819,28948,28750,-0.29%
"Mar 24, 2017",28793,28763,28828,28703,-0.02%
"Mar 27, 2017",28807,28870,28938,28762,0.05%
"Mar 28, 2017",28848,28799,28892,28760,0.14%
"Mar 29, 2017",28703,28751,28751,28626,-0.50%
"Mar 30, 2017",28542,28695,28720,28501,-0.56%
"Mar 31, 2017",28463,28460,28527,28420,-0.28%
"Apr 03, 2017",28702,28420,28734,28404,0.84%
"Apr 04, 2017",28862,28820,28963,28816,0.56%
"Apr 05, 2017",28677,28860,28890,28635,-0.64%
"Apr 06, 2017",28721,28935,28950,28701,0.15%
"Apr 07, 2017",28684,28884,29000,28661,-0.13%
"Apr 10, 2017",28739,28682,28800,28621,0.19%
"Apr 11, 2017",29193,28840,29229,28765,1.58%
"Apr 12, 2017",29229,29216,29297,29167,0.12%
"Apr 13, 2017",29409,29300,29433,29281,0.62%
"Apr 17, 2017",29430,29450,29483,29370,0.07%
"Apr 18, 2017",29514,29401,29539,29252,0.29%
"Apr 19, 2017",29305,29414,29414,29201,-0.71%
"Apr 20, 2017",29295,29254,29342,29203,-0.03%
"Apr 21, 2017",29418,29273,29447,29223,0.42%
"Apr 24, 2017",29131,29250,29250,28960,-0.98%
"Apr 25, 2017",28814,29070,29070,28765,-1.09%
"Apr 26, 2017",28719,28753,28821,28660,-0.33%
"Apr 27, 2017",28769,28789,28817,28703,0.17%
"Apr 28, 2017",28873,28813,28897,28790,0.36%
"May 01, 2017",28653,28777,28894,28636,-0.76%
"May 02, 2017",28582,28620,28646,28554,-0.25%
"May 03, 2017",28472,28572,28597,28405,-0.38%
"May 04, 2017",28072,28371,28371,28020,-1.40%
"May 05, 2017",28072,28140,28250,28055,0.00%
"May 08, 2017",28091,28118,28237,28071,0.07%
"May 09, 2017",27971,28141,28174,27951,-0.43%
"May 10, 2017",27996,28086,28145,27970,0.09%
"May 11, 2017",28004,27984,28093,27932,0.03%
"May 12, 2017",28005,28008,28129,27972,0.00%
"May 15, 2017",27992,28024,28142,27982,-0.05%
"May 16, 2017",28094,28020,28135,28020,0.36%
"May 17, 2017",28619,28150,28645,28150,1.87%
"May 18, 2017",28705,28650,29004,28567,0.30%
"May 19, 2017",28635,28647,28785,28530,-0.24%
"May 22, 2017",28785,28593,28800,28564,0.52%
"May 23, 2017",28811,28850,28935,28755,0.09%
"May 24, 2017",28713,28750,28760,28645,-0.34%
"May 25, 2017",28661,28750,28765,28630,-0.18%
"May 26, 2017",28888,28715,28904,28705,0.79%
"May 29, 2017",28900,28870,28941,28832,0.04%
"May 30, 2017",28741,28949,28986,28712,-0.55%
"May 31, 2017",28843,28705,28880,28643,0.35%
"Jun 01, 2017",28652,28770,28777,28550,-0.66%
"Jun 02, 2017",28871,28629,28905,28600,0.76%
"Jun 05, 2017",29024,29074,29080,28953,0.53%
"Jun 06, 2017",29567,29280,29585,29280,1.87%
"Jun 07, 2017",29440,29524,29544,29388,-0.43%
"Jun 08, 2017",29131,29350,29405,29020,-1.05%
"Jun 09, 2017",29019,29101,29101,28905,-0.38%
"Jun 12, 2017",28993,28951,29049,28930,-0.09%
"Jun 13, 2017",28944,28987,28991,28810,-0.17%
"Jun 14, 2017",29030,29050,29087,28880,0.30%
"Jun 15, 2017",28768,28950,28950,28705,-0.90%
"Jun 16, 2017",28690,28770,28799,28675,-0.27%
"Jun 19, 2017",28542,28650,28650,28526,-0.52%
"Jun 20, 2017",28526,28533,28599,28487,-0.06%
"Jun 21, 2017",28577,28590,28634,28448,0.18%
"Jun 22, 2017",28629,28645,28749,28620,0.18%
"Jun 23, 2017",28734,28683,28820,28680,0.37%
"Jun 26, 2017",28510,28450,28527,28350,-0.78%
"Jun 27, 2017",28553,28480,28648,28473,0.15%
"Jun 28, 2017",28567,28610,28725,28508,0.05%
"Jun 29, 2017",28608,28623,28629,28431,0.14%
"Jun 30, 2017",28439,28609,28609,28405,-0.59%
"Jul 03, 2017",28086,28421,28421,28067,-1.24%
"Jul 04, 2017",28115,28073,28213,28073,0.10%
"Jul 05, 2017",28107,28170,28191,28005,-0.03%
"Jul 06, 2017",28116,28170,28188,28092,0.03%
"Jul 07, 2017",27784,28050,28118,27724,-1.18%
"Jul 10, 2017",27794,27732,27820,27603,0.04%
"Jul 11, 2017",27834,27742,27870,27678,0.14%
"Jul 12, 2017",27851,27915,27977,27802,0.06%
"Jul 13, 2017",27837,27950,27957,27812,-0.05%
"Jul 14, 2017",27996,27823,28073,27771,0.57%
"Jul 17, 2017",28120,28050,28143,28025,0.44%
"Jul 18, 2017",28253,28138,28285,28125,0.47%
"Jul 19, 2017",28250,28255,28260,28121,-0.01%
"Jul 20, 2017",28331,28217,28380,28131,0.29%
"Jul 21, 2017",28541,28327,28559,28283,0.74%
"Jul 24, 2017",28516,28563,28610,28500,-0.09%
"Jul 25, 2017",28478,28538,28579,28392,-0.13%
"Jul 26, 2017",28384,28400,28403,28304,-0.33%
"Jul 27, 2017",28476,28600,28607,28367,0.32%
"Jul 28, 2017",28580,28477,28595,28395,0.37%
"Jul 31, 2017",28557,28473,28620,28467,-0.08%
"Aug 01, 2017",28404,28521,28569,28350,-0.54%
"Aug 02, 2017",28437,28420,28509,28400,0.12%
"Aug 03, 2017",28487,28383,28499,28300,0.18%
"Aug 04, 2017",28573,28487,28666,28435,0.30%
"Aug 07, 2017",28457,28389,28488,28372,-0.41%
"Aug 08, 2017",28379,28462,28529,28300,-0.27%
"Aug 09, 2017",28844,28520,28865,28520,1.64%
"Aug 10, 2017",29176,28900,29223,28900,1.15%
"Aug 11, 2017",29203,29199,29295,29071,0.09%
"Aug 14, 2017",29080,29114,29163,29023,-0.42%
"Aug 16, 2017",28952,28950,28970,28800,-0.44%
"Aug 17, 2017",29151,29050,29229,29050,0.69%
"Aug 18, 2017",29163,29170,29443,29075,0.04%
"Aug 21, 2017",29283,29125,29314,29079,0.41%
"Aug 22, 2017",29105,29238,29238,29036,-0.61%
"Aug 23, 2017",29164,29106,29214,29074,0.20%
"Aug 24, 2017",29099,29142,29182,29046,-0.22%
"Aug 25, 2017",29167,29096,29224,28777,0.23%
"Aug 28, 2017",29503,29195,29518,29173,1.15%
"Aug 29, 2017",29662,29550,29937,29550,0.54%
"Aug 30, 2017",29555,29641,29641,29466,-0.36%
"Aug 31, 2017",29745,29500,29767,29412,0.64%
"Sep 01, 2017",29823,29735,29880,29688,0.26%
"Sep 04, 2017",30105,30011,30267,30011,0.95%
"Sep 05, 2017",30223,30178,30243,29955,0.39%
"Sep 06, 2017",30075,30245,30286,30035,-0.49%
"Sep 07, 2017",30282,30076,30368,30055,0.69%
"Sep 08, 2017",30268,30382,30474,30210,-0.05%
"Sep 11, 2017",29933,30200,30200,29917,-1.11%
"Sep 12, 2017",29943,29911,29971,29820,0.03%
"Sep 13, 2017",29886,29999,30058,29820,-0.19%
"Sep 14, 2017",30010,29807,30050,29765,0.41%
"Sep 15, 2017",29856,30022,30040,29825,-0.51%
"Sep 18, 2017",29547,29820,29820,29538,-1.03%
"Sep 19, 2017",29621,29566,29682,29546,0.25%
"Sep 20, 2017",29774,29693,29799,29680,0.52%
"Sep 21, 2017",29564,29555,29623,29443,-0.71%
"Sep 22, 2017",29585,29650,29746,29556,0.07%
"Sep 25, 2017",30039,29510,30129,29510,1.53%
"Sep 26, 2017",29872,30100,30169,29780,-0.56%
"Sep 27, 2017",29658,29840,29928,29626,-0.72%
"Sep 28, 2017",29608,29663,29686,29522,-0.17%
"Sep 29, 2017",29557,29604,29671,29526,-0.17%
"Oct 03, 2017",29355,29500,29500,29300,-0.68%
"Oct 04, 2017",29290,29413,29455,29260,-0.22%
"Oct 05, 2017",29337,29367,29430,29310,0.16%
"Oct 06, 2017",29573,29361,29598,29312,0.80%
"Oct 09, 2017",29732,29698,29772,29664,0.54%
"Oct 10, 2017",29825,29780,29859,29751,0.31%
"Oct 11, 2017",29707,29780,29822,29690,-0.40%
"Oct 12, 2017",29814,29775,29900,29710,0.36%
"Oct 13, 2017",29851,29805,29868,29720,0.12%
"Oct 16, 2017",29854,29839,29955,29813,0.01%
"Oct 17, 2017",29598,29810,29810,29570,-0.86%
"Oct 18, 2017",29568,29647,29677,29522,-0.10%
"Oct 19, 2017",29679,29631,29697,29612,0.38%
"Oct 20, 2017",29554,29572,29637,29535,-0.42%
"Oct 23, 2017",29537,29500,29591,29384,-0.06%
"Oct 24, 2017",29541,29571,29574,29467,0.01%
"Oct 25, 2017",29394,29463,29472,29306,-0.50%
"Oct 26, 2017",29270,29393,29470,29242,-0.42%
"Oct 27, 2017",29318,29250,29340,29209,0.16%
"Oct 30, 2017",29384,29295,29410,29229,0.23%
"Oct 31, 2017",29153,29330,29368,29136,-0.79%
"Nov 01, 2017",29221,29150,29342,29090,0.23%
"Nov 02, 2017",29244,29214,29370,29200,0.08%
"Nov 03, 2017",29088,29253,29280,29069,-0.53%
"Nov 06, 2017",29344,29200,29372,29109,0.88%
"Nov 07, 2017",29437,29318,29470,29316,0.32%
"Nov 08, 2017",29535,29474,29583,29420,0.33%
"Nov 09, 2017",29661,29467,29687,29454,0.43%
"Nov 10, 2017",29491,29625,29696,29466,-0.57%
"Nov 13, 2017",29611,29482,29624,29463,0.41%
"Nov 14, 2017",29622,29502,29662,29427,0.04%
"Nov 15, 2017",29525,29600,29745,29500,-0.33%
"Nov 16, 2017",29503,29501,29536,29445,-0.07%
"Nov 17, 2017",29690,29420,29725,29351,0.63%
"Nov 20, 2017",29370,29646,29725,29344,-1.08%
"Nov 21, 2017",29347,29408,29440,29276,-0.08%
"Nov 22, 2017",29530,29324,29549,29285,0.62%
"Nov 23, 2017",29439,29515,29533,29410,-0.31%
"Nov 24, 2017",29380,29507,29527,29367,-0.20%
"Nov 27, 2017",29497,29430,29533,29410,0.40%
"Nov 28, 2017",29393,29480,29489,29368,-0.35%
"Nov 29, 2017",29223,29438,29457,29200,-0.58%
"Nov 30, 2017",29012,29205,29276,28950,-0.72%
"Dec 01, 2017",29209,29099,29269,29040,0.68%
"Dec 04, 2017",29027,29029,29187,29000,-0.62%
"Dec 05, 2017",28932,29068,29109,28800,-0.33%
"Dec 06, 2017",28967,28960,29046,28931,0.12%
"Dec 07, 2017",28667,28916,28924,28653,-1.04%
"Dec 08, 2017",28533,28650,28650,28471,-0.47%
"Dec 11, 2017",28347,28535,28535,28334,-0.65%
"Dec 12, 2017",28142,28365,28368,28055,-0.72%
"Dec 13, 2017",28195,28200,28254,28102,0.19%
"Dec 14, 2017",28317,28365,28429,28221,0.43%
"Dec 15, 2017",28254,28273,28399,28205,-0.22%
"Dec 18, 2017",28470,28358,28490,28291,0.76%
"Dec 19, 2017",28405,28462,28494,28374,-0.23%
"Dec 20, 2017",28493,28452,28524,28438,0.31%
"Dec 21, 2017",28501,28502,28550,28433,0.03%
"Dec 22, 2017",28653,28484,28666,28465,0.53%
