Date,Price,Open,High,Low,Chg%
"Jun 03, 2022",51306,51306,51306,51306,0.10%
"Jun 06, 2022",50870,51126,51133,50815,-0.85%
"Jun 07, 2022",50968,50787,51070,50681,0.19%
"Jun 08, 2022",51051,50900,51155,50851,0.16%
"Jun 09, 2022",51005,51046,51135,50805,-0.09%
"Jun 10, 2022",51701,50900,51797,50420,1.36%
"Jun 13, 2022",50664,51530,51660,50551,-2.01%
"Jun 14, 2022",50195,50537,50667,50151,-0.93%
"Jun 15, 2022",50438,50261,50861,50211,0.48%
"Jun 16, 2022",50986,50650,51092,50295,1.09%
"Jun 17, 2022",50834,50977,51179,50815,-0.30%
"Jun 20, 2022",50735,50985,50985,50713,-0.19%
"Jun 21, 2022",50760,50827,50950,50650,0.05%
"Jun 22, 2022",50904,50691,51146,50522,0.28%
"Jun 23, 2022",50594,50800,51060,50560,-0.61%
"Jun 24, 2022",50623,50549,50741,50410,0.06%
"Jun 27, 2022",50649,50730,50980,50575,0.05%
"Jun 28, 2022",50822,50604,50960,50604,0.34%
"Jun 29, 2022",50729,50779,51146,50640,-0.18%
"Jun 30, 2022",50517,50740,50991,50433,-0.42%
"Jul 01, 2022",51917,51000,52032,50727,2.77%
"Jul 04, 2022",52122,52050,52300,52000,0.39%
"Jul 05, 2022",51302,52199,52279,51250,-1.57%
"Jul 06, 2022",50500,51382,51520,50450,-1.56%
"Jul 07, 2022",50621,50661,50830,50562,0.24%
"Jul 08, 2022",50779,50670,50973,50366,0.31%
"Jul 11, 2022",50644,50709,50869,50616,-0.27%
"Jul 12, 2022",50457,50680,50794,50438,-0.37%
"Jul 13, 2022",50802,50431,50946,50160,0.68%
"Jul 14, 2022",50228,50725,50729,50067,-1.13%
"Jul 15, 2022",50107,50262,50280,49957,-0.24%
"Jul 18, 2022",50361,50150,50620,50150,0.51%
"Jul 19, 2022",50320,50300,50489,50211,-0.08%
"Jul 20, 2022",50225,50275,50465,50191,-0.19%
"Jul 21, 2022",50375,50000,50480,49703,0.30%
"Jul 22, 2022",50644,50385,50870,50315,0.53%
"Jul 25, 2022",50536,50673,50793,50446,-0.21%
"Jul 26, 2022",50584,50598,50705,50465,0.09%
"Jul 27, 2022",50720,50568,50753,50505,0.27%
"Jul 28, 2022",51304,50760,51391,50760,1.15%
"Jul 29, 2022",51426,51490,51501,51159,0.24%
"Aug 01, 2022",51263,51250,51489,51115,-0.32%
"Aug 02, 2022",51310,51563,51584,51135,0.09%
"Aug 03, 2022",51694,51300,52450,51171,0.75%
"Aug 04, 2022",52009,51651,53113,51550,0.61%
"Aug 05, 2022",52301,52201,52401,52201,0.56%
"Aug 08, 2022",52288,51793,52333,51793,-0.02%
"Aug 09, 2022",52489,52350,52600,52279,0.38%
"Aug 10, 2022",52241,52450,52620,52207,-0.47%
"Aug 11, 2022",52336,52144,52520,52014,0.18%
"Aug 12, 2022",52585,52382,52610,52263,0.48%
"Aug 16, 2022",51837,52265,52265,51770,-1.42%
"Aug 17, 2022",51543,51843,51965,51470,-0.57%
"Aug 18, 2022",51603,51644,51870,51565,0.12%
"Aug 19, 2022",51479,51524,51671,51435,-0.24%
"Aug 22, 2022",51163,51409,51409,50971,-0.61%
"Aug 23, 2022",51417,51211,51520,51051,0.50%
"Aug 24, 2022",51439,51350,51569,51290,0.04%
"Aug 25, 2022",51702,51497,51846,51497,0.51%
"Aug 26, 2022",51238,51636,51685,51120,-0.90%
"Aug 29, 2022",51250,51100,51369,50830,0.02%
"Aug 30, 2022",50737,51151,51164,50701,-1.00%
"Aug 31, 2022",50414,50500,50661,50333,-0.64%
"Sep 01, 2022",50070,50202,50293,49876,-0.68%
"Sep 02, 2022",50368,50050,50587,50050,0.60%
"Sep 05, 2022",50433,50410,50522,50404,0.13%
"Sep 06, 2022",50281,50555,50693,50230,-0.30%
"Sep 07, 2022",50506,50207,50535,50007,0.45%
"Sep 08, 2022",50356,50470,50743,50201,-0.30%
"Sep 09, 2022",50529,50386,50739,50350,0.34%
"Sep 12, 2022",50631,50505,50780,50378,0.20%
"Sep 13, 2022",50138,50525,50573,49972,-0.97%
"Sep 14, 2022",50018,50069,50148,50000,-0.24%
"Sep 15, 2022",49312,49942,49942,49170,-1.41%
"Sep 16, 2022",49380,49220,49504,48951,0.14%
"Sep 19, 2022",49302,49257,49410,49044,-0.16%
"Sep 20, 2022",49175,49400,49457,49100,-0.26%
"Sep 21, 2022",49443,49189,49569,49114,0.54%
"Sep 22, 2022",50000,49314,50175,49314,1.13%
"Sep 23, 2022",49401,50005,50057,49250,-1.20%
"Sep 26, 2022",49150,49350,49688,49105,-0.51%
"Sep 27, 2022",49319,49190,49499,49082,0.34%
"Sep 28, 2022",49750,49160,49890,48980,0.87%
"Sep 29, 2022",49994,49650,50130,49650,0.49%
"Sep 30, 2022",50094,49971,50689,49935,0.20%
"Oct 03, 2022",50165,50250,50250,50130,0.14%
"Oct 04, 2022",51070,51000,51480,50800,1.80%
"Oct 05, 2022",51692,51692,51692,51692,1.22%
"Oct 06, 2022",51972,51836,52093,51790,0.54%
"Oct 07, 2022",51960,51904,52120,51637,-0.02%
"Oct 10, 2022",51023,51685,51685,50901,-1.80%
"Oct 11, 2022",51096,50915,51218,50710,0.14%
"Oct 12, 2022",50905,50814,51049,50762,-0.37%
"Oct 13, 2022",50884,50891,51160,50400,-0.04%
"Oct 14, 2022",50260,50794,50974,50174,-1.23%
"Oct 17, 2022",50473,50382,50747,50334,0.42%
"Oct 18, 2022",50414,50364,50545,50310,-0.12%
"Oct 19, 2022",50199,50397,50480,50069,-0.43%
"Oct 20, 2022",50143,50100,50410,50065,-0.11%
"Oct 21, 2022",50626,50069,50649,49808,0.96%
"Oct 24, 2022",50580,50700,50700,50517,-0.09%
"Oct 25, 2022",50633,50530,50816,50336,0.10%
"Oct 26, 2022",50687,50867,50867,50610,0.11%
"Oct 27, 2022",50737,50715,50875,50576,0.10%
"Oct 28, 2022",50230,50765,50795,50165,-1.00%
"Oct 31, 2022",50322,50266,50447,50161,0.18%
"Nov 01, 2022",50502,50351,50698,50277,0.36%
"Nov 02, 2022",50606,50560,50833,50535,0.21%
"Nov 03, 2022",50184,50500,50500,50000,-0.83%
"Nov 04, 2022",50866,50350,50900,50310,1.36%
"Nov 07, 2022",50927,50862,51060,50831,0.12%
"Nov 08, 2022",51630,50710,51685,50606,1.38%
"Nov 09, 2022",51506,51450,51725,51315,-0.24%
"Nov 10, 2022",52109,51541,52210,51481,1.17%
"Nov 11, 2022",52334,52050,52534,52050,0.43%
"Nov 14, 2022",52718,52318,52786,52300,0.73%
"Nov 15, 2022",52745,52743,53051,52675,0.05%
"Nov 16, 2022",53062,52992,53200,52942,0.60%
"Nov 17, 2022",52843,52950,52993,52777,-0.41%
"Nov 18, 2022",52588,52843,52990,52547,-0.48%
"Nov 21, 2022",52292,52508,52590,52136,-0.56%
"Nov 22, 2022",52289,52475,52495,52237,-0.01%
"Nov 23, 2022",52451,52349,52475,52068,0.31%
"Nov 24, 2022",52671,52500,52748,52500,0.42%
"Nov 25, 2022",52544,52665,52750,52405,-0.24%
"Nov 28, 2022",52173,52421,52696,52141,-0.71%
"Nov 29, 2022",52308,52247,52595,52247,0.26%
"Nov 30, 2022",52480,52509,52710,52380,0.33%
"Dec 01, 2022",53238,52838,53462,52819,1.44%
"Dec 02, 2022",53265,53337,53458,53184,0.05%
"Dec 05, 2022",53566,54348,54348,53217,0.57%
"Dec 06, 2022",53760,53561,53935,53513,0.36%
"Dec 07, 2022",53987,53810,54033,53701,0.42%
"Dec 08, 2022",54051,53999,54201,53937,0.12%
"Dec 09, 2022",54295,54262,54400,54030,0.45%
"Dec 12, 2022",54132,54109,54294,54061,-0.30%
"Dec 13, 2022",54743,54132,55047,54132,1.13%
"Dec 14, 2022",54674,54770,54890,54580,-0.13%
"Dec 15, 2022",54107,54481,54481,53882,-1.04%
"Dec 16, 2022",54300,54157,54414,54005,0.36%
"Dec 19, 2022",54260,54354,54490,54182,-0.07%
"Dec 20, 2022",54898,54429,54995,54350,1.18%
"Dec 21, 2022",55071,54900,55220,54863,0.32%
"Dec 22, 2022",54521,55069,55117,54445,-1.00%
"Dec 23, 2022",54574,54517,54745,54441,0.10%
"Dec 26, 2022",54677,54525,54748,54520,0.19%
"Dec 27, 2022",54997,54764,55365,54692,0.59%
"Dec 28, 2022",54761,54923,54950,54530,-0.43%
"Dec 29, 2022",54971,54720,55018,54672,0.38%
"Dec 30, 2022",55017,54975,55125,54860,0.08%
"Jan 01, 2023",54903,54749,54860,54733,0.31%
"Jan 02, 2023",55178,55052,55200,55040,0.29%
"Jan 03, 2023",55530,55280,55800,55280,0.64%
"Jan 04, 2023",55767,55620,56010,55620,0.43%
"Jan 05, 2023",55290,55794,55920,55051,-0.86%
"Jan 06, 2023",55743,55382,55790,55291,0.82%
"Jan 09, 2023",55864,55800,56175,55800,0.22%
"Jan 10, 2023",55712,55920,55950,55640,-0.27%
"Jan 11, 2023",55693,55819,55930,55522,-0.03%
"Jan 12, 2023",55875,55792,55990,55610,0.33%
"Jan 13, 2023",56324,55915,56370,55900,0.80%
"Jan 16, 2023",56482,56467,56562,56330,0.28%
"Jan 17, 2023",56352,56479,56521,56305,-0.23%
"Jan 18, 2023",56286,56303,56550,56122,-0.12%
"Jan 19, 2023",56546,56305,56588,56245,0.46%
"Jan 20, 2023",56658,56641,56850,56560,0.20%
"Jan 23, 2023",56815,56751,56920,56514,0.28%
"Jan 24, 2023",56969,56986,57125,56775,0.27%
"Jan 25, 2023",56962,56940,57021,56702,-0.01%
"Jan 27, 2023",56857,56760,56985,56640,-0.18%
"Jan 30, 2023",56782,56900,57149,56720,-0.13%
"Jan 31, 2023",57242,56860,57270,56620,0.81%
"Feb 01, 2023",57952,57150,58099,57100,1.24%
"Feb 02, 2023",58114,58826,58826,57700,0.28%
"Feb 03, 2023",57543,57865,58000,56801,-0.98%
"Feb 06, 2023",56955,56638,57195,56638,-1.02%
"Feb 07, 2023",57257,57000,57380,56950,0.53%
"Feb 08, 2023",57215,57220,57384,56986,-0.07%
"Feb 09, 2023",56852,57238,57419,56750,-0.63%
"Feb 10, 2023",56741,56760,56865,56496,-0.20%
"Feb 13, 2023",56497,56762,56920,56470,-0.43%
"Feb 14, 2023",56750,56611,56999,56478,0.45%
"Feb 15, 2023",56126,56666,56674,56078,-1.10%
"Feb 16, 2023",56228,56225,56279,55910,0.18%
"Feb 17, 2023",56257,55975,56287,55691,0.05%
"Feb 20, 2023",56213,56209,56345,56188,-0.08%
"Feb 21, 2023",56168,56191,56310,56003,-0.08%
"Feb 22, 2023",56083,56169,56395,56027,-0.15%
"Feb 23, 2023",55587,55954,56010,55511,-0.88%
"Feb 24, 2023",55432,55707,55790,55380,-0.28%
"Feb 27, 2023",55476,55397,55497,55290,0.08%
"Feb 28, 2023",55756,55402,55798,55132,0.50%
"Mar 01, 2023",55830,55760,56020,55627,0.13%
"Mar 02, 2023",55739,55777,55925,55705,-0.16%
"Mar 03, 2023",55721,55899,55899,55580,-0.03%
"Mar 06, 2023",55769,55878,55982,55751,0.09%
"Mar 07, 2023",55022,55700,55700,55000,-1.34%
"Mar 08, 2023",54911,54935,55112,54850,-0.20%
"Mar 09, 2023",55301,54855,55401,54771,0.71%
"Mar 10, 2023",56150,55325,56190,55270,1.54%
"Mar 13, 2023",57642,56667,57680,56353,2.66%
"Mar 14, 2023",57483,57483,57738,57231,-0.28%
"Mar 15, 2023",58336,57380,58661,57068,1.48%
"Mar 16, 2023",58006,57955,58525,57845,-0.57%
"Mar 17, 2023",59383,58269,59461,58143,2.37%
"Mar 20, 2023",59506,59418,60455,59232,0.21%
"Mar 21, 2023",58579,59594,59705,58534,-1.56%
"Mar 22, 2023",58756,58563,58810,58462,0.30%
"Mar 23, 2023",59565,59231,59618,58930,1.38%
"Mar 24, 2023",59273,59490,59975,59190,-0.49%
"Mar 27, 2023",58526,59300,59310,58405,-1.26%
"Mar 28, 2023",59042,58718,59232,58500,0.88%
"Mar 29, 2023",58941,58918,59074,58747,-0.17%
"Mar 30, 2023",59316,59000,59400,58850,0.64%
"Mar 31, 2023",59402,59425,59650,59310,0.14%
"Apr 03, 2023",59716,59200,59900,59040,0.53%
"Apr 04, 2023",60620,61399,61399,59610,1.51%
"Apr 05, 2023",60761,60779,60822,60569,0.23%
"Apr 06, 2023",60511,60679,60836,60330,-0.41%
"Apr 10, 2023",60063,60402,60417,59912,-0.74%
"Apr 11, 2023",60505,60170,60599,60170,0.74%
"Apr 12, 2023",60628,60779,61070,60360,0.20%
"Apr 13, 2023",61238,60731,61371,60693,1.01%
"Apr 14, 2023",60329,61038,61170,60088,-1.48%
"Apr 17, 2023",60180,60351,60625,59871,-0.25%
"Apr 18, 2023",60488,60229,60650,60111,0.51%
"Apr 19, 2023",60288,60448,60509,59653,-0.33%
"Apr 20, 2023",60503,60245,60689,60157,0.36%
"Apr 21, 2023",59845,60381,60476,59622,-1.09%
"Apr 24, 2023",60001,59865,60033,59587,0.26%
"Apr 25, 2023",60261,60033,60320,59709,0.43%
"Apr 26, 2023",59893,60210,60428,59825,-0.61%
"Apr 27, 2023",59901,60150,60299,59547,0.01%
"Apr 28, 2023",59919,59853,60050,59625,0.03%
"May 01, 2023",59764,59867,60328,59711,-0.26%
"May 02, 2023",60628,59755,60771,59700,1.45%
"May 03, 2023",60965,60740,61022,60535,0.56%
"May 04, 2023",61493,61200,61845,61053,0.87%
"May 05, 2023",60628,61566,61629,60250,-1.41%
"May 08, 2023",60927,60783,61090,60771,0.49%
"May 09, 2023",61419,60910,61460,60905,0.81%
"May 10, 2023",61270,61270,61651,60976,-0.24%
"May 11, 2023",60892,61279,61515,60825,-0.62%
"May 12, 2023",60887,60795,61080,60525,-0.01%
"May 15, 2023",61027,60910,61138,60820,0.23%
"May 16, 2023",60244,61498,61498,60190,-1.28%
"May 17, 2023",60145,60333,60445,59960,-0.16%
"May 18, 2023",59723,60100,60153,59540,-0.70%
"May 19, 2023",60379,59766,60490,59721,1.10%
"May 22, 2023",60241,60245,60430,60111,-0.23%
"May 23, 2023",60197,60000,60245,59739,-0.07%
"May 24, 2023",59860,60196,60389,59725,-0.56%
"May 25, 2023",59460,59700,59955,59363,-0.67%
"May 26, 2023",59353,59542,59660,59225,-0.18%
"May 29, 2023",59419,59406,59631,59260,0.11%
"May 30, 2023",59946,59401,60064,59225,0.89%
"May 31, 2023",60163,59946,60350,59840,0.36%
"Jun 01, 2023",59919,60057,60271,59700,-0.41%
"Jun 02, 2023",59750,60275,60350,59650,-0.28%
"Jun 05, 2023",59820,59500,59820,59419,0.12%
"Jun 06, 2023",59985,59869,60074,59766,0.28%
"Jun 07, 2023",59503,59977,60098,59401,-0.80%
"Jun 08, 2023",59891,59528,60048,59425,0.65%
"Jun 09, 2023",59821,59934,60116,59727,-0.12%
"Jun 12, 2023",59641,59713,59920,59505,-0.30%
"Jun 13, 2023",59218,59755,59885,59184,-0.71%
"Jun 14, 2023",59298,59301,59465,59148,0.14%
"Jun 15, 2023",59355,59210,59385,58661,0.10%
"Jun 16, 2023",59354,59340,59555,59234,0.00%
"Jun 19, 2023",59157,59272,59370,59115,-0.33%
"Jun 20, 2023",58809,59222,59392,58663,-0.59%
"Jun 21, 2023",58714,58824,58865,58375,-0.16%
"Jun 22, 2023",58196,58613,58663,58150,-0.88%
"Jun 23, 2023",58307,58136,58740,58096,0.19%
"Jun 26, 2023",58412,58429,58670,58352,0.18%
"Jun 27, 2023",58107,58493,58549,58069,-0.52%
"Jun 28, 2023",58078,58176,58198,57880,-0.05%
"Jun 29, 2023",58014,58000,58140,57651,-0.11%
"Jun 30, 2023",58211,57980,58305,57792,0.34%
"Jul 03, 2023",58277,58154,58480,57971,0.11%
"Jul 04, 2023",58409,58275,58545,58265,0.23%
"Jul 05, 2023",58473,58410,58779,58366,0.11%
"Jul 06, 2023",58401,58638,58650,58120,-0.12%
"Jul 07, 2023",58792,58374,58949,58331,0.67%
"Jul 10, 2023",58689,58739,58739,58403,-0.18%
"Jul 11, 2023",58773,58661,58909,58600,0.14%
"Jul 12, 2023",59188,58900,59248,58720,0.71%
"Jul 13, 2023",59239,59230,59375,59122,0.09%
"Jul 14, 2023",59316,59264,59379,59141,0.13%
"Jul 17, 2023",59135,59147,59269,58939,-0.31%
"Jul 18, 2023",59763,59215,59910,59215,1.06%
"Jul 19, 2023",59790,59765,59878,59587,0.05%
"Jul 20, 2023",59552,59945,59984,59459,-0.40%
"Jul 21, 2023",59309,59543,59587,59176,-0.41%
"Jul 24, 2023",59076,59241,59320,59055,-0.39%
"Jul 25, 2023",59189,59041,59265,58950,0.19%
"Jul 26, 2023",59461,59214,59575,59190,0.46%
"Jul 27, 2023",58950,59610,59680,58740,-0.86%
"Jul 28, 2023",59427,59091,59455,58987,0.81%
"Jul 31, 2023",59568,59390,59650,59176,0.24%
"Aug 01, 2023",58939,59426,59524,58855,-1.06%
"Aug 02, 2023",59127,59182,59499,59100,0.32%
"Aug 03, 2023",59146,59843,59855,58851,0.03%
"Aug 04, 2023",59197,59100,59399,58951,0.09%
"Aug 07, 2023",59420,59550,59567,59313,0.38%
"Aug 08, 2023",59248,59390,59474,59178,-0.29%
"Aug 09, 2023",58973,59321,59361,58952,-0.46%
"Aug 10, 2023",58853,59130,59146,58725,-0.20%
"Aug 11, 2023",58906,58800,59030,58740,0.09%
"Aug 14, 2023",58974,58904,59019,58810,0.12%
"Aug 16, 2023",58681,58831,58903,58665,-0.50%
"Aug 17, 2023",58290,58453,58689,58275,-0.67%
"Aug 18, 2023",58375,58370,58580,58340,0.15%
"Aug 21, 2023",58490,58420,58640,58281,0.20%
"Aug 22, 2023",58574,58526,58674,58361,0.14%
"Aug 23, 2023",58819,58600,58848,58506,0.42%
"Aug 24, 2023",58811,58800,58895,58662,-0.01%
"Aug 25, 2023",58640,58743,58875,58492,-0.29%
"Aug 28, 2023",58887,58685,59000,58671,0.42%
"Aug 29, 2023",59266,58949,59289,58843,0.64%
"Aug 30, 2023",59478,59282,59550,59282,0.36%
"Aug 31, 2023",59374,59490,59563,59351,-0.17%
"Sep 01, 2023",59395,59296,59665,59271,0.04%
"Sep 04, 2023",59393,59570,59574,59330,0.00%
"Sep 05, 2023",59243,59347,59460,59207,-0.25%
"Sep 06, 2023",59088,59165,59300,59010,-0.26%
"Sep 07, 2023",58998,59043,59128,58970,-0.15%
"Sep 08, 2023",58898,59146,59205,58864,-0.17%
"Sep 11, 2023",58930,58930,59100,58888,0.05%
"Sep 12, 2023",58626,58995,58995,58520,-0.52%
"Sep 13, 2023",58593,58550,58695,58523,-0.06%
"Sep 14, 2023",58588,58550,58620,58354,-0.01%
"Sep 15, 2023",58993,58674,59148,58673,0.69%
"Sep 18, 2023",59259,58913,59275,58913,0.45%
"Sep 19, 2023",59282,59240,59388,59240,0.04%
"Sep 20, 2023",59405,59222,59443,59109,0.21%
"Sep 21, 2023",58822,59315,59315,58685,-0.98%
"Sep 22, 2023",58946,58730,58986,58729,0.21%
"Sep 25, 2023",58701,58884,58996,58676,-0.42%
"Sep 26, 2023",58432,58616,58749,58404,-0.46%
"Sep 27, 2023",57672,58450,58450,57622,-1.30%
"Sep 28, 2023",57128,57631,57647,57026,-0.94%
"Sep 29, 2023",57105,57382,57607,57096,-0.04%
"Oct 03, 2023",56279,56209,56539,56150,-1.45%
"Oct 04, 2023",56343,56237,56631,56225,0.11%
"Oct 05, 2023",56602,56200,56602,56075,0.46%
"Oct 06, 2023",56871,56735,56910,56421,0.48%
"Oct 09, 2023",57572,57000,57606,57000,1.23%
"Oct 10, 2023",57629,57689,57744,57501,0.10%
"Oct 11, 2023",57940,57619,58073,57600,0.54%
"Oct 12, 2023",57918,58045,58235,57881,-0.04%
"Oct 13, 2023",59408,57970,59439,57931,2.57%
"Oct 16, 2023",59408,59209,59280,58880,0.00%
"Oct 17, 2023",59166,59166,59478,59000,-0.41%
"Oct 18, 2023",59218,59500,60259,59480,0.09%
"Oct 19, 2023",60318,59720,60375,59720,1.86%
"Oct 20, 2023",60725,60401,61124,60313,0.67%
"Oct 23, 2023",60599,60400,60801,60400,-0.21%
"Oct 24, 2023",60599,60184,60574,60125,0.00%
"Oct 25, 2023",60826,60478,60911,60277,0.37%
"Oct 26, 2023",60826,60824,61070,60585,0.00%
"Oct 27, 2023",61156,60915,61268,60693,0.54%
"Oct 30, 2023",61156,61396,61396,61110,0.00%
"Oct 31, 2023",61280,61117,61539,60905,0.20%
"Nov 01, 2023",60785,60820,61164,60661,-0.81%
"Nov 02, 2023",60911,60890,61042,60750,0.21%
"Nov 03, 2023",61020,60911,61330,60889,0.18%
"Nov 06, 2023",60770,60847,60975,60732,-0.41%
"Nov 07, 2023",60347,60596,60603,60151,-0.70%
"Nov 08, 2023",60009,60396,60448,59950,-0.56%
"Nov 09, 2023",60282,59903,60351,59760,0.45%
"Nov 10, 2023",59659,60233,60269,59638,-1.03%
"Nov 12, 2023",59775,59551,59779,59551,0.19%
"Nov 13, 2023",59842,59699,59920,59490,0.11%
"Nov 14, 2023",60065,59795,60329,59736,0.37%
"Nov 15, 2023",60111,60166,60444,60015,0.08%
"Nov 16, 2023",60722,60148,61914,60110,1.02%
"Nov 17, 2023",60713,60686,61000,60633,-0.01%
"Nov 20, 2023",60657,60719,60774,60356,-0.09%
"Nov 21, 2023",61225,60805,61360,60805,0.94%
"Nov 22, 2023",61024,61159,61366,60939,-0.33%
"Nov 23, 2023",61072,61074,61184,61009,0.08%
"Nov 24, 2023",61364,61072,61390,61056,0.48%
"Nov 27, 2023",61540,61597,61691,61451,0.29%
"Nov 28, 2023",62385,61619,62423,61485,1.37%
"Nov 29, 2023",62605,62602,62675,62300,0.35%
"Nov 30, 2023",62559,62594,62649,62420,-0.07%
"Dec 01, 2023",63112,62512,63356,62464,0.88%
"Dec 04, 2023",62599,63550,63881,62171,-0.81%
"Dec 05, 2023",62600,62900,64460,62375,0.00%
"Dec 06, 2023",62440,62250,62567,62201,-0.26%
"Dec 07, 2023",62466,62414,62736,62222,0.04%
"Dec 08, 2023",61719,62525,62579,61625,-1.20%
"Dec 11, 2023",61117,61800,61860,61099,-0.98%
"Dec 12, 2023",61181,61236,61583,61108,0.10%
"Dec 13, 2023",61199,61196,61340,61001,0.03%
"Dec 14, 2023",62454,61391,62880,61391,2.05%
"Dec 15, 2023",62192,62550,62597,62055,-0.42%
"Dec 18, 2023",62291,62193,62368,61950,0.16%
"Dec 19, 2023",62476,62100,62670,62069,0.30%
"Dec 20, 2023",62415,62533,62610,62309,-0.10%
"Dec 21, 2023",62503,62412,62680,62369,0.14%
"Dec 22, 2023",62954,62784,63277,62687,0.72%
"Dec 26, 2023",63025,63149,63198,62903,0.11%
"Dec 27, 2023",63678,63198,63710,63179,1.04%
"Dec 28, 2023",63389,63728,63821,63333,-0.45%
"Dec 29, 2023",63203,63246,63385,63051,-0.29%
"Jan 01, 2024",63320,63225,63379,63181,0.19%
